,,PEN AMERICA'S INDEX OF SCHOOL BOOK BANS,,,,,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Chambers, Veronica","Celia Cruz, Queen of Salsa",,"Maren, Julie",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Slade, Suzanne",Climbing Lincoln's Steps: The African American Journey,,"Bootman, Colin",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Joseph, Lynn",The Color of My Words,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,Yin,Coolies,,"Soentpiet, Chris K.",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Bruchac, Joseph",Crazy Horse's Vision,,"Nelson, S.D.",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Uhlberg, Myron","Dad, Jackie, and Me",,"Bootman, Colin",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Newman, Lesléa","Daddy, Papa, and Me",,"Thompson, Carol",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Larson, Kirby",Dash (Dogs of World War II Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Heide, Florence Parry",The Day of Ahmed's Secret,"Gilliland, Judith Heide","Lewin, Ted",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Johnston, Tony",Day of the Dead,,"Winter, Jeanette",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Bunting, Eve",A Day's Work,,"Himler, Ronald",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Pak, Soyung",Dear Juno,,"Hartung, Susan Kathleen",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Lin, Grace",Dim Sum for Everyone!,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Engle, Margarita",A Dog Named Haku: A Holiday Story from Nepal,"Karanjit, Amish; Karanjit, Nicole","Jeyaveeran, Ruth",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Fritz, Jean",The Double Life of Pocahontas,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Cosson, M. J.",A Dream Come True: Coming to America from Vietnam-1975,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Monjo, F.N.",The Drinking Gourd: A Story of the Underground Railroad,,"Brenner, Fred",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Engle, Margarita",Drum Dream Girl: How One Girl's Courage Changed Music,,"López, Rafael",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Bulla, Clyde Robert",Eagle Feather,,Tom Two Arrows,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Bruchac, Joseph",Eagle Song,,"Andreasen, Dan",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Millner, Denene",Early Sunday Morning,,"Brantley-Newton, Vanessa",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Luby, Brittany",Encounter,,"Goade, Michaela",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Clements, Andrew",Extra Credit,,"Elliott, Mark",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"O'Leary, Sara",A Family Is a Family Is a Family,,"Leng, Qin",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Jordan-Fenton, Christy",Fatty Legs: A True Story,"Pokiak-Fenton, Margaret","Amini-Holmes, Liz",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Sehgal, Surishtha",Festival of Colors,"Sehgal, Kabir","Harrison, Vashti",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Bruchac, Joseph",The First Strawberries,,"Vojtech, Anna",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Nye, Naomi Shihab",The Flag of Childhood: Poems From the Middle East,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Lorenzi, Natalie Dias",Flying the Dragon,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Williams, Karen Lynn","Four Feet, Two Sandals","Mohammed, Khadra","Chayka, Doug",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Cervantes, Angela","Gaby, Lost and Found",,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Zia, Farhana",The Garden of My Imaan,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Lyons, Kelly Starling",Going Down Home with Daddy,,"Minter, Daniel",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Marsden, Carolyn",The Gold-Threaded Dress,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Polonsky, Ami",Gracefully Grayson,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Birtha, Becky",Grandmama's Pride,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Greenfield, Eloise",The Great Migration: Journey to the North,,"Gilchrist, Jan Spivey",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Turner, Pamela S.",Hachiko: The True Story of a Loyal Dog,,"Nascimbene, Yan",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Lord, Cynthia",A Handful of Stars,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Tavares, Matt",Henry Aaron's Dream,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Robinson, Sharon",The Hero Two Doors Down: Based on the True Story of Friendship between a Boy and a Baseball Legend,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Robertson, Robbie",Hiawatha and the Peacemaker,,"Shannon, David",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Jennings, Jazz",I am Jazz,"Herthel, Jessica","McNicholas, Shelagh",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"King, Dedie",I See the Sun in Afghanistan,,"Inglese, Judith","Vahidi, Mohd"
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Polacco, Patricia",In Our Mothers' House,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"McManis, Charlene Willing",Indian No More,"Sorell, Traci",,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Dumas, Firoozeh","It Ain't So Awful, Falafel",,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Maclear, Kyo",It Began with a Page: How Gyo Fujikawa Drew the Way,,"Morstad, Julie",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Blake, Ashley Herring",Ivy Aberdeen's Letter to the World,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Florence, Debbi Michiko","Jasmine Toguchi, Flamingo Keeper (Jasmine Toguchi Series)",,"Vukovic, Elizabet",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Medina, Juana",Juana & Lucas (Juana and Lucas Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Love, Jessica",Julián Is a Mermaid (Julián Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Martin Jr., Bill",Knots on a Counting Rope,"Archambault, John","Rand, Ted",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Faruqi, Reem",Lailah's Lunchbox: A Ramadan Story,,"Lyon, Lea",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"dePaola, Tomie",The Legend of the Bluebonnet (Legends Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Connors, Kathleen",The Life of Rosa Parks (Famous Lives Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Laird, Elizabeth",A Little Piece of Ground,"Nimr, Sonia","Neal, Bill",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Lorenzi, Natalie Dias",A Long Pitch Home,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Rosenblatt, Darcey",Lost Boys,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Behar, Ruth",Lucky Broken Girl,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Grimes, Nikki",Make Way for Dyamonde Daniel (Dyamonde Daniel Series),,"Christie, R. Gregory",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Corey, Shana",Malala: A Hero for All (Step into Reading Series),,"Sayles, Elizabeth",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Brown, Monica",Marisol McDonald Doesn't Match (Marisol McDonald Series),,"Palacios, Sara",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Duncan, Alice Faye","Memphis, Martin, and the Mountaintop: The Sanitation Strike of 1968",,"Christie, R. Gregory",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Curtis, Christopher Paul",The Mighty Miss Malone,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Levy, Dana Alison",The Misadventures of the Family Fletcher (Family Fletcher Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,WGBH Kids,Molly of Denali: Berry Itchy Day,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Salazar, Aida",The Moon Within,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Bildner, Phil",Most Valuable Players (Rip and Red Series),,"Probert, Tim",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Cohen, Caron Lee",The Mud Pony,,"Begay, Shonto",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Rao, Sandhya",My Mother's Sari,,"Sabnami, Nina",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Ada, Alma Flor",My Name Is María Isabel,,"Thompson, Kathryn Dyble","Cerro, Ana M."
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Woods, Brenda",My Name Is Sally Little Song,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"English, Karen",Nadia's Hands,,"Weiner, Jonathan",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Choi, Yangsook",The Name Jar,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Hiranandani, Veera",The Night Diary,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Morales, Yuyi",Niño Wrestles the World (Niño Series),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Warga, Jasmine",Other Words for Home,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Pearlman, Robb",Pink Is for Boys,,"Kaban, Eda",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Rickards, Lynne",Pink!,,"Chamberlain, Margaret",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Sanders, Rob",Pride: The Story of Harvey Milk and the Rainbow Flag,,"Salerno, Steven",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Tonatiuh, Duncan",The Princess and the Warrior: A Tale of Two Volcanoes,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Muhammad, Ibtihaj",Proud: Living My American Dream (Young Readers Edition),,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Steptoe, Javaka",Radiant Child: The Story of Young Artist Jean-Michel Basquiat,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Winter, Jonah",Roberto Clemente: Pride of the Pittsburgh Pirates,,"Colón, Raúl",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Coerr, Eleanor",Sadako,,"Young, Ed",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Taylor, Simon",Sally and The Magical Sneeze,,"Lester, A. D.",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Chinn, Karen",Sam and the Lucky Money,,"Hu, Ying-Hwa; Van Wright, Cornelius",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Gabriel, Dani",Sam!,,"Liu-Trujillo, Robert",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Johnson, R. Kikuo",The Shark King,,,
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Lyons, Kelly Starling","Sing a Song: How ""Lift Every Voice and Sing"" Inspired Generations",,"Mallett, Keith",
Florida,Duval County Public Schools,Administrator,January 2022,Banned Pending Investigation,"Javaherbin, Mina",Soccer Star,,"Alarcao, Renato",
